Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2023-03-05 16:36:41.121,0 days 02:35:39.272000,,366.85305555555556,0 days 00:00:00,11382.5562128,283.1624992,7,100.0,False,0,interpolation,0.004232809514407436,7.831924124482125e-07,OnTrack,-378.9328067634409,1302.9402692989156,-159.12045693759916
2023-03-05 16:36:41.268,0 days 02:35:39.419000,,366.85305555555556,0 days 00:00:00.147000,11468.0,285.0,7,100.0,False,0,car,11.644722222222223,0.0021546110351692797,OnTrack,-375.54814057052744,1365.1557306488303,-159.22555622422328
2023-03-05 16:36:41.425,0 days 02:35:39.576000,,366.85305555555556,0 days 00:00:00.304000,11503.3249856,286.1214281142857,7,100.0,False,0,pos,24.14643292546958,0.0044677897719112075,OnTrack,-371.0,1460.0,-159.0
2023-03-05 16:36:41.548,0 days 02:35:39.699000,14,366.85305555555556,0 days 00:00:00.427000,11531.0,287.0,7,100.0,False,0,car,33.966944444444444,0.006284868967618489,OnTrack,-366.7634320608055,1554.7941658847794,-158.57955258038174
2023-03-05 16:36:41.705,0 days 02:35:39.856000,14,367.55083304888893,0 days 00:00:00.584000,11519.2250048,287.78499968,7,100.0,False,0,pos,46.516774475638215,0.00860695117436337,OnTrack,-361.0,1684.0,-158.0
2023-03-05 16:36:41.748,0 days 02:35:39.899000,14,367.74194444444447,0 days 00:00:00.627000,11516.0,288.0,7,100.0,False,0,car,49.966944444444444,0.009245332592669192,OnTrack,-359.4723163122973,1716.7028786387107,-157.8970136824181
2023-03-05 16:36:41.908,0 days 02:35:40.059000,14,368.3641666666667,0 days 00:00:00.787000,11581.0,290.0,7,100.0,False,0,car,62.85583333333334,0.011630150512848925,OnTrack,-353.8857640741705,1832.5387144562676,-157.75453170736657
2023-03-05 16:36:42.005,0 days 02:35:40.156000,14,368.74138864,0 days 00:00:00.884000,11606.4624832,290.0,7,100.0,False,0,pos,70.6641034002561,0.013074906732079988,OnTrack,-350.0,1924.0,-158.0
2023-03-05 16:36:42.148,0 days 02:35:40.299000,14,369.2975,0 days 00:00:01.027000,11644.0,290.0,7,100.0,False,0,car,82.18916666666667,0.015207377393118523,OnTrack,-343.48505551621304,2095.013265134122,-158.821437313031
2023-03-05 16:36:42.185,0 days 02:35:40.336000,14,369.42083312000005,0 days 00:00:01.064000,11646.40499584,290.36999936,7,100.0,False,0,pos,85.18330325417357,0.015761379421602748,OnTrack,-342.0,2134.0,-159.0
2023-03-05 16:36:42.348,0 days 02:35:40.499000,14,369.96416666666676,0 days 00:00:01.227000,11657.0,292.0,7,100.0,False,0,car,98.4113888888889,0.018208958568517154,OnTrack,-337.34078849773687,2248.668960737504,-159.30601988205555
2023-03-05 16:36:42.505,0 days 02:35:40.656000,14,370.53111088,0 days 00:00:01.384000,11557.8937904,292.0,7,100.0,False,0,pos,111.14559809288389,0.020565156264905467,OnTrack,-334.0,2328.0,-159.0
2023-03-05 16:36:42.508,0 days 02:35:40.659000,14,370.5419444444445,0 days 00:00:01.387000,11556.0,292.0,7,100.0,False,0,car,111.38916666666667,0.020610223508836057,OnTrack,-333.93094845554606,2329.7424738446634,-158.98970151608307
2023-03-05 16:36:42.805,0 days 02:35:40.956000,14,371.36694426666674,0 days 00:00:01.684000,10735.95017671111,292.8249998222222,7,100.0,False,0,pos,135.56015234789152,0.025082556252016535,OnTrack,-324.0,2572.0,-158.0
2023-03-05 16:36:42.868,0 days 02:35:41.019000,14,371.54194444444454,0 days 00:00:01.747000,10562.0,293.0,8,100.0,False,0,car,140.68916666666667,0.026031572522210156,OnTrack,-319.9361804519053,2656.372864672819,-158.26822640160486
2023-03-05 16:36:42.985,0 days 02:35:41.136000,14,371.89944424888904,0 days 00:00:01.864000,10554.687504,293.0,8,100.0,False,0,pos,150.21043806652708,0.027793283624930297,OnTrack,-312.0,2816.0,-159.0
2023-03-05 16:36:43.028,0 days 02:35:41.179000,14,372.0308333333335,0 days 00:00:01.907000,10552.0,293.0,8,100.0,False,0,car,153.71138888888888,0.02844106097259864,OnTrack,-309.85254813116075,2859.499976552018,-159.16298453032047
2023-03-05 16:36:43.308,0 days 02:35:41.459000,14,372.2641666666668,0 days 00:00:02.187000,10528.0,294.0,8,100.0,False,0,car,176.57805555555552,0.03267205690340027,OnTrack,-303.6079939565944,2992.8438536029685,-159.04249318738732
