Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2024-03-02 16:05:28.367,0 days 02:01:45.936000,,,0 days 00:00:00,11262.8499968,283.0750016,7,100.0,False,0,interpolation,0.0027317087198632964,5.072732230613627e-07,OnTrack,-379.60792809733607,1297.7195176350817,-159.17095113123014
2024-03-02 16:05:28.521,0 days 02:01:46.090000,,,0 days 00:00:00.154000,11259.0,285.0,7,100.0,False,0,car,12.195,0.002264588793911743,OnTrack,-371.98257719031693,1455.8078865124528,-159.15810345278044
2024-03-02 16:05:28.599,0 days 02:01:46.168000,,,0 days 00:00:00.232000,11285.185757257143,285.2785718857143,7,100.0,False,0,pos,18.382242144801012,0.00341354814006466,OnTrack,-369.0,1516.0,-159.0
2024-03-02 16:05:28.801,0 days 02:01:46.370000,,,0 days 00:00:00.434000,11353.0,286.0,7,100.0,False,0,car,34.43944444444445,0.006395340709916763,OnTrack,-364.0052271831963,1610.2358522537481,-158.12171169456752
2024-03-02 16:05:28.961,0 days 02:01:46.530000,,,0 days 00:00:00.594000,11357.0,287.0,7,100.0,False,0,car,47.195,0.008764023626786773,OnTrack,-358.8604774299909,1718.6762957839344,-157.93846312179784
2024-03-02 16:05:28.979,0 days 02:01:46.548000,,,0 days 00:00:00.612000,11361.41003136,287.18000128,7,100.0,False,0,pos,48.634797167043416,0.009031391279922682,OnTrack,-358.0,1738.0,-158.0
2024-03-02 16:05:29.139,0 days 02:01:46.708000,,,0 days 00:00:00.772000,11400.61003136,288.78000128,7,100.0,False,0,pos,61.479459054829285,0.01141662107677919,OnTrack,-349.0,1946.0,-159.0
2024-03-02 16:05:29.161,0 days 02:01:46.730000,,,0 days 00:00:00.794000,11406.0,289.0,7,100.0,False,0,car,63.250555555555565,0.011745510399327861,OnTrack,-347.97305802949916,1970.2795285489788,-159.10484084042352
2024-03-02 16:05:29.559,0 days 02:01:47.128000,,,0 days 00:00:01.192000,11481.077296872727,290.8090914909091,7,100.0,False,0,pos,95.4227974666201,0.017719835820140854,OnTrack,-339.0,2204.0,-159.0
2024-03-02 16:05:29.601,0 days 02:01:47.170000,,,0 days 00:00:01.234000,11489.0,291.0,7,100.0,False,0,car,98.81722222222223,0.018350174177116107,OnTrack,-337.81610124975356,2235.1310299872002,-158.98113196504855
2024-03-02 16:05:29.719,0 days 02:01:47.288000,,,0 days 00:00:01.352000,11531.7750464,291.0,7,100.0,False,0,pos,108.349159923264,0.020120237260514554,OnTrack,-334.0,2333.0,-159.0
2024-03-02 16:05:29.761,0 days 02:01:47.330000,,,0 days 00:00:01.394000,11547.0,291.0,7,100.0,False,0,car,111.75055555555555,0.02075187009631183,OnTrack,-332.62292063947723,2366.956397985742,-159.0307518134916
2024-03-02 16:05:29.961,0 days 02:01:47.530000,,,0 days 00:00:01.594000,11554.0,293.0,7,100.0,False,0,car,128.02833333333334,0.02377462312176006,OnTrack,-325.9194553609382,2522.207497743014,-159.2397347521513
2024-03-02 16:05:30.059,0 days 02:01:47.628000,,,0 days 00:00:01.692000,11284.98964864,293.0,7,100.0,False,0,pos,136.0066889925776,0.025256188912638852,OnTrack,-322.0,2609.0,-159.0
2024-03-02 16:05:30.161,0 days 02:01:47.730000,,,0 days 00:00:01.794000,11005.0,293.0,7,100.0,False,0,car,144.3061111111111,0.02679737614720829,OnTrack,-317.30762340869927,2711.355162462091,-158.39366337336324
2024-03-02 16:05:30.259,0 days 02:01:47.828000,,,0 days 00:00:01.892000,10725.291301333333,293.0,7,100.0,False,0,pos,152.27827573732444,0.02827779227478043,OnTrack,-313.0,2804.0,-158.0
2024-03-02 16:05:30.401,0 days 02:01:47.970000,,,0 days 00:00:02.034000,10320.0,293.0,7,100.0,False,0,car,163.8394444444444,0.030424679777746155,OnTrack,-308.3640482448935,2900.9776256312066,-158.59522510106805
2024-03-02 16:05:30.479,0 days 02:01:48.048000,,,0 days 00:00:02.112000,10383.375104,293.4875008,7,100.0,False,0,pos,170.20343740886088,0.031606461422006155,OnTrack,-306.0,2950.0,-159.0
2024-03-02 16:05:30.561,0 days 02:01:48.130000,,,0 days 00:00:02.194000,10450.0,294.0,8,100.0,False,0,car,176.9061111111111,0.03285113544868617,OnTrack,-303.33603818403486,3005.6667000075304,-159.22626624980367
2024-03-02 16:05:30.721,0 days 02:01:48.290000,,,0 days 00:00:02.354000,10530.0,295.0,8,100.0,False,0,car,190.01722222222222,0.03528584437020761,OnTrack,-297.5273770105157,3128.9003236989593,-159.12997073334773
2024-03-02 16:05:30.859,0 days 02:01:48.428000,,,0 days 00:00:02.492000,10536.9000064,295.0,8,100.0,False,0,pos,201.31761036303644,0.03738430540756235,OnTrack,-291.0,3276.0,-159.0
2024-03-02 16:05:31.019,0 days 02:01:48.588000,,,0 days 00:00:02.652000,10544.9000064,295.0,8,100.0,False,0,pos,214.4315122944883,0.03981953257922479,OnTrack,-282.0,3489.0,-159.0
2024-03-02 16:05:31.041,0 days 02:01:48.610000,,,0 days 00:00:02.674000,10546.0,295.0,8,100.0,False,0,car,216.23944444444442,0.04015526221325049,OnTrack,-280.9197896050626,3515.656865123951,-159.00787620147938
2024-03-02 16:05:31.400,0 days 02:01:48.969000,,,0 days 00:00:03.033000,10592.0,297.0,8,100.0,False,0,car,245.85694444444442,0.04565517681789838,OnTrack,-270.3071283945154,3813.6967012500168,-159.1117959356726
2024-03-02 16:05:31.459,0 days 02:01:49.028000,,,0 days 00:00:03.092000,10599.375008,297.0,8,100.0,False,0,pos,250.72340095480243,0.04655886873092959,OnTrack,-269.0,3851.0,-159.0
2024-03-02 16:05:31.560,0 days 02:01:49.129000,,,0 days 00:00:03.193000,10612.0,297.0,8,100.0,False,0,car,259.0569444444444,0.04810639224058268,OnTrack,-266.7907427562245,3911.2625076230624,-158.6853896158665
2024-03-02 16:05:31.800,0 days 02:01:49.369000,,,0 days 00:00:03.433000,10680.0,298.0,8,100.0,False,0,car,278.9236111111111,0.05179559525048127,OnTrack,-261.13262697058906,4053.8472378814076,-157.9403676609868
2024-03-02 16:05:31.839,0 days 02:01:49.408000,,,0 days 00:00:03.472000,10675.124992,298.0,8,100.0,False,0,pos,282.1518827763357,0.05239507928793681,OnTrack,-260.0,4082.0,-158.0
2024-03-02 16:05:32.040,0 days 02:01:49.609000,,,0 days 00:00:03.673000,10650.0,298.0,8,100.0,False,0,car,298.79027777777776,0.05548479826037986,OnTrack,-253.5369992417886,4248.042321417483,-158.94506601889523
2024-03-02 16:05:32.059,0 days 02:01:49.628000,,,0 days 00:00:03.692000,10651.9000064,298.07916693333334,8,100.0,False,0,pos,300.36542816434815,0.05577730075436534,OnTrack,-253.0,4264.0,-159.0
2024-03-02 16:05:32.219,0 days 02:01:49.788000,,,0 days 00:00:03.852000,10667.9000064,298.7458336,8,100.0,False,0,pos,313.64998996739644,0.058244219146428584,OnTrack,-249.0,4397.0,-159.0
2024-03-02 16:05:32.280,0 days 02:01:49.849000,,,0 days 00:00:03.913000,10674.0,299.0,8,100.0,False,0,car,318.7236111111111,0.05918638114615059,OnTrack,-247.1968978811063,4449.657620932599,-158.8777713779781
2024-03-02 16:05:32.481,0 days 02:01:50.050000,,,0 days 00:00:04.114000,10694.0,300.0,8,100.0,False,0,car,335.4736111111111,0.0622968249590265,OnTrack,-240.2126663348473,4629.667730072489,-158.16492125661998
2024-03-02 16:05:32.519,0 days 02:01:50.088000,,,0 days 00:00:04.152000,10697.361549784615,300.07307716923077,8,100.0,False,0,pos,338.64496943043815,0.06288574029411685,OnTrack,-239.0,4663.0,-158.0
2024-03-02 16:05:32.739,0 days 02:01:50.308000,,,0 days 00:00:04.372000,10716.823088246154,300.4961540923077,8,100.0,False,0,pos,357.03281222397715,0.06630032846422422,OnTrack,-233.0,4846.0,-157.0
2024-03-02 16:05:32.959,0 days 02:01:50.528000,,,0 days 00:00:04.592000,10736.284626707693,300.91923101538464,8,100.0,False,0,pos,375.4388260100903,0.06971829095381969,OnTrack,-227.0,5030.0,-156.0
2024-03-02 16:05:33.001,0 days 02:01:50.570000,,,0 days 00:00:04.634000,10740.0,301.0,8,100.0,False,0,car,378.9513888888889,0.07037056734030904,OnTrack,-225.26242141468117,5083.735385056131,-155.53763223772043
2024-03-02 16:05:33.119,0 days 02:01:50.688000,,,0 days 00:00:04.752000,10747.08000768,301.0,8,100.0,False,0,pos,388.8178700666699,0.07220275452444548,OnTrack,-220.0,5247.0,-154.0
2024-03-02 16:05:33.201,0 days 02:01:50.770000,,,0 days 00:00:04.834000,10752.0,301.0,8,100.0,False,0,car,395.6736111111111,0.07347585287157155,OnTrack,-217.46772400278712,5325.326856313964,-153.30909727958104
2024-03-02 16:05:33.361,0 days 02:01:50.930000,,,0 days 00:00:04.994000,10724.0,301.0,8,100.0,False,0,car,409.0513888888889,0.07596008129658156,OnTrack,-215.45605088960562,5386.491818977743,-152.96847221595885
2024-03-02 16:05:33.521,0 days 02:01:51.090000,,,0 days 00:00:05.154000,10734.0,301.0,8,100.0,False,0,car,422.4291666666667,0.07844430972159158,OnTrack,-212.3429809185612,5476.200932297766,-152.33689271224898
2024-03-02 16:05:33.559,0 days 02:01:51.128000,,,0 days 00:00:05.192000,10734.0,301.0,8,100.0,False,0,pos,425.60641604154284,0.07903431901472875,OnTrack,-211.0,5515.0,-152.0
2024-03-02 16:05:33.799,0 days 02:01:51.368000,,,0 days 00:00:05.432000,10734.0,301.0,8,100.0,False,0,pos,445.6734180835531,0.08276072393082061,OnTrack,-200.0,5832.0,-149.0
2024-03-02 16:05:34.001,0 days 02:01:51.570000,,,0 days 00:00:05.634000,10734.0,301.0,8,100.0,False,0,car,462.56250000000006,0.08589699499662162,OnTrack,-197.55425488004087,5898.707841279267,-148.16798054629996
2024-03-02 16:05:34.039,0 days 02:01:51.608000,,,0 days 00:00:05.672000,10731.8624928,301.0,8,100.0,False,0,pos,465.73953950413573,0.08648696531715303,OnTrack,-197.0,5916.0,-148.0
2024-03-02 16:05:34.161,0 days 02:01:51.730000,,,0 days 00:00:05.794000,10725.0,301.0,8,100.0,False,0,car,475.9402777777778,0.08838122342163163,OnTrack,-193.97195490750914,6014.417863289996,-147.18103671309547
2024-03-02 16:05:34.399,0 days 02:01:51.968000,,,0 days 00:00:06.032000,10615.916608,301.0,8,100.0,False,0,pos,495.8399883075659,0.0920765626153869,OnTrack,-186.0,6283.0,-145.0
2024-03-02 16:05:34.401,0 days 02:01:51.970000,,,0 days 00:00:06.034000,10615.0,301.0,8,100.0,False,0,car,496.00694444444446,0.09210756605914665,OnTrack,-185.9499325403167,6284.754163990181,-144.98377692825696
2024-03-02 16:05:34.799,0 days 02:01:52.368000,,,0 days 00:00:06.432000,10683.65502208,300.00499968,8,100.0,False,0,pos,529.1732844108794,0.098266493637913,OnTrack,-179.0,6557.0,-142.0
2024-03-02 16:05:34.801,0 days 02:01:52.370000,,,0 days 00:00:06.434000,10684.0,300.0,8,100.0,False,0,car,529.3402777777778,0.09829750399521811,OnTrack,-178.94418431228246,6559.209887314941,-141.97981210622493
2024-03-02 16:05:34.979,0 days 02:01:52.548000,,,0 days 00:00:06.612000,10685.33500096,299.55499968,8,100.0,False,0,pos,544.2300650694401,0.10106250977171895,OnTrack,-173.0,6792.0,-140.0
2024-03-02 16:05:35.201,0 days 02:01:52.770000,,,0 days 00:00:06.834000,10687.0,299.0,8,100.0,False,0,car,562.5625,0.10446680880483598,OnTrack,-166.85538448651275,7030.300741310113,-138.0818812559663
2024-03-02 16:05:35.399,0 days 02:01:52.968000,,,0 days 00:00:07.032000,10195.464682240001,289.59499392,8,50.499968,False,0,pos,578.338084297582,0.10739630543605484,OnTrack,-163.0,7171.0,-137.0
2024-03-02 16:05:35.601,0 days 02:01:53.170000,,,0 days 00:00:07.234000,9694.0,280.0,8,0.0,True,0,car,593.6736111111111,0.11024408421183601,OnTrack,-160.35881019964776,7249.451001512742,-136.43038840315535
2024-03-02 16:05:35.719,0 days 02:01:53.288000,,,0 days 00:00:07.352000,9422.5997056,265.249984,8,0.0,True,0,pos,602.1816057783712,0.11182400298035902,OnTrack,-158.0,7311.0,-136.0
2024-03-02 16:05:35.801,0 days 02:01:53.370000,,,0 days 00:00:07.434000,9234.0,255.0,8,0.0,True,0,car,607.8402777777777,0.11287480783466637,OnTrack,-155.58694151139878,7374.23266445715,-135.55590065093216
2024-03-02 16:05:36.019,0 days 02:01:53.588000,,,0 days 00:00:07.652000,8986.0248544,237.96874,8,0.0,True,0,pos,621.7906980732271,0.11546537490899465,OnTrack,-148.0,7571.0,-134.0
2024-03-02 16:05:36.121,0 days 02:01:53.690000,,,0 days 00:00:07.754000,8870.0,230.0,8,0.0,True,0,car,628.2847222222222,0.11667130310212354,OnTrack,-145.50300305377928,7632.086501445748,-133.25843346398867
2024-03-02 16:05:36.359,0 days 02:01:53.928000,,,0 days 00:00:07.992000,9326.166912,230.0,8,0.0,True,0,pos,643.5027748055353,0.11949726713208095,OnTrack,-141.0,7723.0,-132.0
2024-03-02 16:05:36.361,0 days 02:01:53.930000,,,0 days 00:00:07.994000,9330.0,230.0,7,0.0,True,0,car,643.6180555555555,0.1195186745527164,OnTrack,-140.95374325336533,7723.810484488499,-131.99649072265137
2024-03-02 16:05:36.559,0 days 02:01:54.128000,,,0 days 00:00:08.192000,9880.44035584,183.46996992,7,0.0,True,0,pos,653.6929234641785,0.12138955876477124,OnTrack,-136.0,7807.0,-132.0
2024-03-02 16:05:36.561,0 days 02:01:54.130000,,,0 days 00:00:08.194000,9886.0,183.0,7,0.0,True,0,car,653.7847222222223,0.12140660562321821,OnTrack,-135.95656743495914,7807.767251712354,-131.99787120744543
2024-03-02 16:05:36.721,0 days 02:01:54.290000,,,0 days 00:00:08.354000,9115.0,154.0,7,0.0,True,0,car,660.6291666666666,0.12267760621275821,OnTrack,-133.15408052688463,7861.754307479542,-131.51564703252296
2024-03-02 16:05:36.819,0 days 02:01:54.388000,,,0 days 00:00:08.452000,9188.150095542856,145.59998902857143,7,0.0,True,0,pos,664.4051191356021,0.12337879355572622,OnTrack,-131.0,7895.0,-131.0
2024-03-02 16:05:36.999,0 days 02:01:54.568000,,,0 days 00:00:08.632000,9322.5072384,130.1714176,7,0.0,True,0,pos,670.6741666192646,0.12454294400099088,OnTrack,-125.0,7964.0,-130.0
2024-03-02 16:05:37.001,0 days 02:01:54.570000,,,0 days 00:00:08.634000,9324.0,130.0,4,0.0,True,0,car,670.7402777777778,0.12455522072003322,OnTrack,-124.92766998816431,7964.752063125716,-129.99556847948023
2024-03-02 16:05:37.159,0 days 02:01:54.728000,,,0 days 00:00:08.792000,8529.5556064,120.124992,4,0.0,True,0,pos,675.726133455842,0.12548108483619605,OnTrack,-119.0,8021.0,-130.0
2024-03-02 16:05:37.321,0 days 02:01:54.890000,,,0 days 00:00:08.954000,7715.0,110.0,3,0.0,True,0,car,680.5180555555556,0.12637093584794754,OnTrack,-111.97339026826654,8072.013728330075,-129.23868946587356
2024-03-02 16:05:37.379,0 days 02:01:54.948000,,,0 days 00:00:09.012000,7515.8662272,107.8249952,3,0.0,True,0,pos,682.1968552797231,0.12668268583093822,OnTrack,-109.0,8089.0,-129.0
2024-03-02 16:05:37.561,0 days 02:01:55.130000,,,0 days 00:00:09.194000,6891.0,101.0,3,0.0,True,0,car,687.251388888889,0.12762130331103397,OnTrack,-97.6777645089023,8138.635876432117,-128.90618354739968
