Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year,lap_time_seconds,is_pit_stop,stint_lap_number,total_stint_laps,avg_stint_pace,delta_to_avg,is_out_lap,is_in_lap
0 days 02:03:46.156000,BOT,77,0 days 00:02:23.108000,4.0,2.0,,0 days 02:03:44.486000,0 days 00:00:40.467000,0 days 00:01:09.210000,0 days 00:00:33.431000,0 days 02:02:03.532000,0 days 02:03:12.742000,0 days 02:03:46.173000,127.0,188.0,,230.0,False,MEDIUM,7.0,False,Mercedes,0 days 02:01:23.048000,2020-11-29 15:41:23.100,4,5.0,False,,False,False,2020,143.108,True,3.0,3.0,143.108,0.0,False,True
0 days 02:06:34.699000,BOT,77,,5.0,3.0,0 days 02:04:09.412000,,0 days 00:01:00.198000,0 days 00:01:08.556000,0 days 00:00:39.806000,0 days 02:04:46.406000,0 days 02:05:54.910000,0 days 02:06:34.878000,137.0,120.0,211.0,221.0,False,HARD,1.0,True,Mercedes,0 days 02:03:46.156000,2020-11-29 15:43:46.208,4,16.0,False,,False,False,2020,,True,1.0,21.0,103.84785,,True,False
0 days 02:08:52.464000,BOT,77,0 days 00:02:17.765000,6.0,3.0,,,0 days 00:00:40.742000,0 days 00:00:59.584000,0 days 00:00:37.439000,0 days 02:07:15.458000,0 days 02:08:15.042000,0 days 02:08:52.481000,215.0,204.0,135.0,222.0,True,HARD,2.0,True,Mercedes,0 days 02:06:34.699000,2020-11-29 15:46:34.751,4,16.0,False,,False,False,2020,137.765,False,2.0,21.0,103.84785,33.91714999999999,False,False
0 days 02:11:12.748000,BOT,77,0 days 00:02:20.284000,7.0,3.0,,,0 days 00:00:43.565000,0 days 00:00:56.108000,0 days 00:00:40.611000,0 days 02:09:36.046000,0 days 02:10:32.154000,0 days 02:11:12.765000,90.0,149.0,256.0,233.0,False,HARD,3.0,True,Mercedes,0 days 02:08:52.464000,2020-11-29 15:48:52.516,4,16.0,False,,False,False,2020,140.284,False,3.0,21.0,103.84785,36.43615,False,False
0 days 02:13:31.201000,BOT,77,0 days 00:02:18.453000,8.0,3.0,,,0 days 00:00:45.076000,0 days 00:00:57.849000,0 days 00:00:35.528000,0 days 02:11:57.841000,0 days 02:12:55.690000,0 days 02:13:31.218000,154.0,157.0,282.0,139.0,False,HARD,4.0,True,Mercedes,0 days 02:11:12.748000,2020-11-29 15:51:12.800,41,16.0,False,,False,False,2020,138.453,False,4.0,21.0,103.84785,34.60515000000001,False,False
0 days 02:15:10.710000,BOT,77,0 days 00:01:39.509000,9.0,3.0,,,0 days 00:00:31.658000,0 days 00:00:43.372000,0 days 00:00:24.479000,0 days 02:14:02.876000,0 days 02:14:46.248000,0 days 02:15:10.727000,227.0,253.0,293.0,313.0,True,HARD,5.0,True,Mercedes,0 days 02:13:31.201000,2020-11-29 15:53:31.253,1,16.0,False,,False,True,2020,99.509,False,5.0,21.0,103.84785,-4.338849999999994,False,False
0 days 02:16:49.457000,BOT,77,0 days 00:01:38.747000,10.0,3.0,,,0 days 00:00:31.329000,0 days 00:00:43.044000,0 days 00:00:24.374000,0 days 02:15:42.056000,0 days 02:16:25.100000,0 days 02:16:49.474000,234.0,253.0,288.0,306.0,True,HARD,6.0,True,Mercedes,0 days 02:15:10.710000,2020-11-29 15:55:10.762,1,16.0,False,,False,True,2020,98.747,False,6.0,21.0,103.84785,-5.100849999999994,False,False
0 days 02:18:27.416000,BOT,77,0 days 00:01:37.959000,11.0,3.0,,,0 days 00:00:30.949000,0 days 00:00:42.712000,0 days 00:00:24.298000,0 days 02:17:20.423000,0 days 02:18:03.135000,0 days 02:18:27.433000,237.0,248.0,302.0,290.0,True,HARD,7.0,True,Mercedes,0 days 02:16:49.457000,2020-11-29 15:56:49.509,1,16.0,False,,False,True,2020,97.959,False,7.0,21.0,103.84785,-5.888849999999991,False,False
0 days 02:20:04.692000,BOT,77,0 days 00:01:37.276000,12.0,3.0,,,0 days 00:00:30.291000,0 days 00:00:42.581000,0 days 00:00:24.404000,0 days 02:18:57.724000,0 days 02:19:40.305000,0 days 02:20:04.709000,234.0,239.0,294.0,323.0,True,HARD,8.0,True,Mercedes,0 days 02:18:27.416000,2020-11-29 15:58:27.468,1,15.0,False,,False,True,2020,97.276,False,8.0,21.0,103.84785,-6.571849999999998,False,False
0 days 02:21:43.017000,BOT,77,0 days 00:01:38.325000,13.0,3.0,,,0 days 00:00:30.859000,0 days 00:00:43.102000,0 days 00:00:24.364000,0 days 02:20:35.568000,0 days 02:21:18.670000,0 days 02:21:43.034000,238.0,249.0,292.0,319.0,False,HARD,9.0,True,Mercedes,0 days 02:20:04.692000,2020-11-29 16:00:04.744,12,15.0,False,,False,True,2020,98.325,False,9.0,21.0,103.84785,-5.522849999999991,False,False
0 days 02:23:19.884000,BOT,77,0 days 00:01:36.867000,14.0,3.0,,,0 days 00:00:30.638000,0 days 00:00:42.148000,0 days 00:00:24.081000,0 days 02:22:13.672000,0 days 02:22:55.820000,0 days 02:23:19.901000,234.0,257.0,294.0,320.0,True,HARD,10.0,True,Mercedes,0 days 02:21:43.017000,2020-11-29 16:01:43.069,1,14.0,False,,False,True,2020,96.867,False,10.0,21.0,103.84785,-6.98084999999999,False,False
0 days 02:24:57.942000,BOT,77,0 days 00:01:38.058000,15.0,3.0,,,0 days 00:00:30.555000,0 days 00:00:43.012000,0 days 00:00:24.491000,0 days 02:23:50.456000,0 days 02:24:33.468000,0 days 02:24:57.959000,237.0,252.0,296.0,312.0,False,HARD,11.0,True,Mercedes,0 days 02:23:19.884000,2020-11-29 16:03:19.936,1,14.0,False,,False,True,2020,98.058,False,11.0,21.0,103.84785,-5.789849999999987,False,False
0 days 02:26:35.935000,BOT,77,0 days 00:01:37.993000,16.0,3.0,,,0 days 00:00:30.855000,0 days 00:00:42.713000,0 days 00:00:24.425000,0 days 02:25:28.814000,0 days 02:26:11.527000,0 days 02:26:35.952000,238.0,254.0,294.0,290.0,False,HARD,12.0,True,Mercedes,0 days 02:24:57.942000,2020-11-29 16:04:57.994,1,14.0,False,,False,True,2020,97.993,False,12.0,21.0,103.84785,-5.854849999999999,False,False
0 days 02:28:14.180000,BOT,77,0 days 00:01:38.245000,17.0,3.0,,,0 days 00:00:30.653000,0 days 00:00:42.975000,0 days 00:00:24.617000,0 days 02:27:06.605000,0 days 02:27:49.580000,0 days 02:28:14.197000,235.0,249.0,288.0,316.0,False,HARD,13.0,True,Mercedes,0 days 02:26:35.935000,2020-11-29 16:06:35.987,1,12.0,False,,False,True,2020,98.245,False,13.0,21.0,103.84785,-5.6028499999999894,False,False
0 days 02:29:50.862000,BOT,77,0 days 00:01:36.682000,18.0,3.0,,,0 days 00:00:30.381000,0 days 00:00:42.126000,0 days 00:00:24.175000,0 days 02:28:44.578000,0 days 02:29:26.704000,0 days 02:29:50.879000,,253.0,291.0,306.0,True,HARD,14.0,True,Mercedes,0 days 02:28:14.180000,2020-11-29 16:08:14.232,1,10.0,False,,False,True,2020,96.682,False,14.0,21.0,103.84785,-7.165849999999992,False,False
0 days 02:31:28.961000,BOT,77,0 days 00:01:38.099000,19.0,3.0,,,0 days 00:00:30.706000,0 days 00:00:43.036000,0 days 00:00:24.357000,0 days 02:30:21.585000,0 days 02:31:04.621000,0 days 02:31:28.978000,236.0,253.0,290.0,326.0,False,HARD,15.0,True,Mercedes,0 days 02:29:50.862000,2020-11-29 16:09:50.914,1,9.0,False,,False,True,2020,98.099,False,15.0,21.0,103.84785,-5.74884999999999,False,False
0 days 02:33:06.531000,BOT,77,0 days 00:01:37.570000,20.0,3.0,,,0 days 00:00:30.680000,0 days 00:00:42.722000,0 days 00:00:24.168000,0 days 02:31:59.658000,0 days 02:32:42.380000,0 days 02:33:06.548000,239.0,255.0,287.0,321.0,False,HARD,16.0,True,Mercedes,0 days 02:31:28.961000,2020-11-29 16:11:29.013,1,8.0,False,,False,True,2020,97.57,False,16.0,21.0,103.84785,-6.277850000000001,False,False
0 days 02:34:42.554000,BOT,77,0 days 00:01:36.023000,21.0,3.0,,,0 days 00:00:30.276000,0 days 00:00:41.832000,0 days 00:00:23.915000,0 days 02:33:36.824000,0 days 02:34:18.656000,0 days 02:34:42.571000,237.0,256.0,280.0,311.0,True,HARD,17.0,True,Mercedes,0 days 02:33:06.531000,2020-11-29 16:13:06.583,1,8.0,False,,False,True,2020,96.023,False,17.0,21.0,103.84785,-7.824849999999998,False,False
0 days 02:36:18.686000,BOT,77,0 days 00:01:36.132000,22.0,3.0,,,0 days 00:00:30.423000,0 days 00:00:41.766000,0 days 00:00:23.943000,0 days 02:35:12.994000,0 days 02:35:54.760000,0 days 02:36:18.703000,236.0,256.0,280.0,304.0,False,HARD,18.0,True,Mercedes,0 days 02:34:42.554000,2020-11-29 16:14:42.606,1,7.0,False,,False,True,2020,96.132,False,18.0,21.0,103.84785,-7.715849999999989,False,False
0 days 02:37:55.228000,BOT,77,0 days 00:01:36.542000,23.0,3.0,,,0 days 00:00:30.753000,0 days 00:00:41.858000,0 days 00:00:23.931000,0 days 02:36:49.456000,0 days 02:37:31.314000,0 days 02:37:55.245000,235.0,253.0,280.0,294.0,False,HARD,19.0,True,Mercedes,0 days 02:36:18.686000,2020-11-29 16:16:18.738,1,6.0,False,,False,True,2020,96.542,False,19.0,21.0,103.84785,-7.305849999999992,False,False
0 days 02:39:31.351000,BOT,77,0 days 00:01:36.123000,24.0,3.0,,,0 days 00:00:30.550000,0 days 00:00:41.679000,0 days 00:00:23.894000,0 days 02:38:25.795000,0 days 02:39:07.474000,0 days 02:39:31.368000,237.0,258.0,281.0,295.0,False,HARD,20.0,True,Mercedes,0 days 02:37:55.228000,2020-11-29 16:17:55.280,1,6.0,False,,False,True,2020,96.123,False,20.0,21.0,103.84785,-7.724849999999989,False,False
0 days 02:41:11.656000,BOT,77,0 days 00:01:40.305000,25.0,3.0,,0 days 02:41:09.978000,0 days 00:00:31.488000,0 days 00:00:41.931000,0 days 00:00:26.886000,0 days 02:40:02.856000,0 days 02:40:44.787000,0 days 02:41:11.673000,,266.0,,299.0,False,HARD,21.0,True,Mercedes,0 days 02:39:31.351000,2020-11-29 16:19:31.403,1,7.0,False,,False,False,2020,100.305,True,21.0,21.0,103.84785,-3.542849999999987,False,True
0 days 02:43:08.261000,BOT,77,0 days 00:01:56.605000,26.0,4.0,0 days 02:41:34.729000,,0 days 00:00:51.994000,0 days 00:00:41.537000,0 days 00:00:23.074000,0 days 02:42:03.667000,0 days 02:42:45.204000,0 days 02:43:08.278000,231.0,263.0,297.0,224.0,False,MEDIUM,3.0,False,Mercedes,0 days 02:41:11.656000,2020-11-29 16:21:11.708,1,13.0,False,,False,False,2020,116.605,True,1.0,13.0,96.53253846153846,20.07246153846154,True,False
0 days 02:44:42.324000,BOT,77,0 days 00:01:34.063000,27.0,4.0,,,0 days 00:00:29.523000,0 days 00:00:41.498000,0 days 00:00:23.042000,0 days 02:43:37.801000,0 days 02:44:19.299000,0 days 02:44:42.341000,235.0,254.0,281.0,332.0,True,MEDIUM,4.0,False,Mercedes,0 days 02:43:08.261000,2020-11-29 16:23:08.313,1,11.0,False,,False,True,2020,94.063,False,2.0,13.0,96.53253846153846,-2.4695384615384626,False,False
0 days 02:46:15.676000,BOT,77,0 days 00:01:33.352000,28.0,4.0,,,0 days 00:00:29.697000,0 days 00:00:40.350000,0 days 00:00:23.305000,0 days 02:45:12.038000,0 days 02:45:52.388000,0 days 02:46:15.693000,238.0,256.0,281.0,293.0,True,MEDIUM,5.0,False,Mercedes,0 days 02:44:42.324000,2020-11-29 16:24:42.376,1,11.0,False,,False,True,2020,93.352,False,3.0,13.0,96.53253846153846,-3.180538461538461,False,False
0 days 02:47:49.425000,BOT,77,0 days 00:01:33.749000,29.0,4.0,,,0 days 00:00:29.805000,0 days 00:00:40.733000,0 days 00:00:23.211000,0 days 02:46:45.498000,0 days 02:47:26.231000,0 days 02:47:49.442000,,255.0,284.0,295.0,False,MEDIUM,6.0,False,Mercedes,0 days 02:46:15.676000,2020-11-29 16:26:15.728,1,11.0,False,,False,True,2020,93.749,False,4.0,13.0,96.53253846153846,-2.7835384615384697,False,False
0 days 02:49:23.660000,BOT,77,0 days 00:01:34.235000,30.0,4.0,,,0 days 00:00:29.989000,0 days 00:00:40.988000,0 days 00:00:23.258000,0 days 02:48:19.431000,0 days 02:49:00.419000,0 days 02:49:23.677000,,259.0,293.0,,False,MEDIUM,7.0,False,Mercedes,0 days 02:47:49.425000,2020-11-29 16:27:49.477,1,11.0,False,,False,True,2020,94.235,False,5.0,13.0,96.53253846153846,-2.2975384615384655,False,False
0 days 02:50:58.921000,BOT,77,0 days 00:01:35.261000,31.0,4.0,,,0 days 00:00:30.295000,0 days 00:00:41.337000,0 days 00:00:23.629000,0 days 02:49:53.972000,0 days 02:50:35.309000,0 days 02:50:58.938000,240.0,260.0,297.0,329.0,False,MEDIUM,8.0,False,Mercedes,0 days 02:49:23.660000,2020-11-29 16:29:23.712,1,11.0,False,,False,True,2020,95.261,False,6.0,13.0,96.53253846153846,-1.2715384615384693,False,False
0 days 02:52:33.285000,BOT,77,0 days 00:01:34.364000,32.0,4.0,,,0 days 00:00:30.019000,0 days 00:00:41.115000,0 days 00:00:23.230000,0 days 02:51:28.957000,0 days 02:52:10.072000,0 days 02:52:33.302000,235.0,260.0,281.0,323.0,False,MEDIUM,9.0,False,Mercedes,0 days 02:50:58.921000,2020-11-29 16:30:58.973,1,10.0,False,,False,True,2020,94.364,False,7.0,13.0,96.53253846153846,-2.1685384615384606,False,False
0 days 02:54:07.748000,BOT,77,0 days 00:01:34.463000,33.0,4.0,,,0 days 00:00:29.998000,0 days 00:00:41.203000,0 days 00:00:23.262000,0 days 02:53:03.300000,0 days 02:53:44.503000,0 days 02:54:07.765000,237.0,257.0,283.0,299.0,False,MEDIUM,10.0,False,Mercedes,0 days 02:52:33.285000,2020-11-29 16:32:33.337,1,10.0,False,,False,True,2020,94.463,False,8.0,13.0,96.53253846153846,-2.069538461538471,False,False
0 days 02:55:42.395000,BOT,77,0 days 00:01:34.647000,34.0,4.0,,,0 days 00:00:30.019000,0 days 00:00:41.209000,0 days 00:00:23.419000,0 days 02:54:37.784000,0 days 02:55:18.993000,0 days 02:55:42.412000,234.0,255.0,285.0,300.0,False,MEDIUM,11.0,False,Mercedes,0 days 02:54:07.748000,2020-11-29 16:34:07.800,1,9.0,False,,False,True,2020,94.647,False,9.0,13.0,96.53253846153846,-1.8855384615384594,False,False
0 days 02:57:17.236000,BOT,77,0 days 00:01:34.841000,35.0,4.0,,,0 days 00:00:30.104000,0 days 00:00:41.274000,0 days 00:00:23.463000,0 days 02:56:12.516000,0 days 02:56:53.790000,0 days 02:57:17.253000,237.0,253.0,292.0,306.0,False,MEDIUM,12.0,False,Mercedes,0 days 02:55:42.395000,2020-11-29 16:35:42.447,1,9.0,False,,False,True,2020,94.841,False,10.0,13.0,96.53253846153846,-1.691538461538471,False,False
0 days 02:58:52.697000,BOT,77,0 days 00:01:35.461000,36.0,4.0,,,0 days 00:00:30.146000,0 days 00:00:41.660000,0 days 00:00:23.655000,0 days 02:57:47.399000,0 days 02:58:29.059000,0 days 02:58:52.714000,238.0,262.0,293.0,326.0,False,MEDIUM,13.0,False,Mercedes,0 days 02:57:17.236000,2020-11-29 16:37:17.288,1,8.0,False,,False,True,2020,95.461,False,11.0,13.0,96.53253846153846,-1.0715384615384664,False,False
0 days 03:00:28.139000,BOT,77,0 days 00:01:35.442000,37.0,4.0,,,0 days 00:00:30.301000,0 days 00:00:41.405000,0 days 00:00:23.736000,0 days 02:59:23.015000,0 days 03:00:04.420000,0 days 03:00:28.156000,239.0,263.0,292.0,,False,MEDIUM,14.0,False,Mercedes,0 days 02:58:52.697000,2020-11-29 16:38:52.749,1,8.0,False,,False,True,2020,95.442,False,12.0,13.0,96.53253846153846,-1.090538461538472,False,False
0 days 03:02:06.579000,BOT,77,0 days 00:01:38.440000,38.0,4.0,,0 days 03:02:04.934000,0 days 00:00:30.176000,0 days 00:00:41.517000,0 days 00:00:26.747000,0 days 03:00:58.332000,0 days 03:01:39.849000,0 days 03:02:06.596000,241.0,261.0,,320.0,False,MEDIUM,15.0,False,Mercedes,0 days 03:00:28.139000,2020-11-29 16:40:28.191,1,8.0,False,,False,False,2020,98.44,True,13.0,13.0,96.53253846153846,1.9074615384615328,False,True
0 days 03:04:00.428000,BOT,77,0 days 00:01:53.849000,39.0,5.0,0 days 03:02:29.616000,,0 days 00:00:50.684000,0 days 00:00:40.111000,0 days 00:00:23.054000,0 days 03:02:57.280000,0 days 03:03:37.391000,0 days 03:04:00.445000,242.0,266.0,282.0,225.0,False,MEDIUM,16.0,False,Mercedes,0 days 03:02:06.579000,2020-11-29 16:42:06.631,1,11.0,False,,False,False,2020,113.849,True,1.0,19.0,99.87884210526316,13.970157894736843,True,False
0 days 03:05:34.246000,BOT,77,0 days 00:01:33.818000,40.0,5.0,,,0 days 00:00:29.774000,0 days 00:00:40.713000,0 days 00:00:23.331000,0 days 03:04:30.219000,0 days 03:05:10.932000,0 days 03:05:34.263000,240.0,258.0,284.0,293.0,False,MEDIUM,17.0,False,Mercedes,0 days 03:04:00.428000,2020-11-29 16:44:00.480,1,11.0,False,,False,True,2020,93.818,False,2.0,19.0,99.87884210526316,-6.060842105263163,False,False
0 days 03:07:08.130000,BOT,77,0 days 00:01:33.884000,41.0,5.0,,,0 days 00:00:29.916000,0 days 00:00:40.800000,0 days 00:00:23.168000,0 days 03:06:04.179000,0 days 03:06:44.979000,0 days 03:07:08.147000,,263.0,286.0,297.0,False,MEDIUM,18.0,False,Mercedes,0 days 03:05:34.246000,2020-11-29 16:45:34.298,1,10.0,False,,False,True,2020,93.884,False,3.0,19.0,99.87884210526316,-5.99484210526316,False,False
0 days 03:08:42.518000,BOT,77,0 days 00:01:34.388000,42.0,5.0,,,0 days 00:00:30.018000,0 days 00:00:40.953000,0 days 00:00:23.417000,0 days 03:07:38.165000,0 days 03:08:19.118000,0 days 03:08:42.535000,241.0,266.0,296.0,301.0,False,MEDIUM,19.0,False,Mercedes,0 days 03:07:08.130000,2020-11-29 16:47:08.182,1,10.0,False,,False,True,2020,94.388,False,4.0,19.0,99.87884210526316,-5.490842105263155,False,False
0 days 03:10:16.020000,BOT,77,0 days 00:01:33.502000,43.0,5.0,,,0 days 00:00:29.445000,0 days 00:00:40.985000,0 days 00:00:23.072000,0 days 03:09:11.980000,0 days 03:09:52.965000,0 days 03:10:16.037000,237.0,255.0,282.0,331.0,False,MEDIUM,20.0,False,Mercedes,0 days 03:08:42.518000,2020-11-29 16:48:42.570,1,9.0,False,,False,True,2020,93.502,False,5.0,19.0,99.87884210526316,-6.376842105263165,False,False
0 days 03:11:49.900000,BOT,77,0 days 00:01:33.880000,44.0,5.0,,,0 days 00:00:29.761000,0 days 00:00:40.930000,0 days 00:00:23.189000,0 days 03:10:45.798000,0 days 03:11:26.728000,0 days 03:11:49.917000,241.0,260.0,282.0,292.0,False,MEDIUM,21.0,False,Mercedes,0 days 03:10:16.020000,2020-11-29 16:50:16.072,1,9.0,False,,False,True,2020,93.88,False,6.0,19.0,99.87884210526316,-5.998842105263165,False,False
0 days 03:13:23.931000,BOT,77,0 days 00:01:34.031000,45.0,5.0,,,0 days 00:00:29.877000,0 days 00:00:40.851000,0 days 00:00:23.303000,0 days 03:12:19.794000,0 days 03:13:00.645000,0 days 03:13:23.948000,,259.0,282.0,293.0,False,MEDIUM,22.0,False,Mercedes,0 days 03:11:49.900000,2020-11-29 16:51:49.952,1,9.0,False,,False,True,2020,94.031,False,7.0,19.0,99.87884210526316,-5.847842105263155,False,False
0 days 03:14:57.491000,BOT,77,0 days 00:01:33.560000,46.0,5.0,,,0 days 00:00:29.737000,0 days 00:00:40.700000,0 days 00:00:23.123000,0 days 03:13:53.685000,0 days 03:14:34.385000,0 days 03:14:57.508000,,260.0,282.0,296.0,False,MEDIUM,23.0,False,Mercedes,0 days 03:13:23.931000,2020-11-29 16:53:23.983,1,9.0,False,,False,True,2020,93.56,False,8.0,19.0,99.87884210526316,-6.318842105263158,False,False
0 days 03:16:30.967000,BOT,77,0 days 00:01:33.476000,47.0,5.0,,,0 days 00:00:29.748000,0 days 00:00:40.555000,0 days 00:00:23.173000,0 days 03:15:27.256000,0 days 03:16:07.811000,0 days 03:16:30.984000,,261.0,283.0,295.0,False,MEDIUM,24.0,False,Mercedes,0 days 03:14:57.491000,2020-11-29 16:54:57.543,1,9.0,False,,False,True,2020,93.476,False,9.0,19.0,99.87884210526316,-6.402842105263161,False,False
0 days 03:18:04.810000,BOT,77,0 days 00:01:33.843000,48.0,5.0,,,0 days 00:00:29.800000,0 days 00:00:40.751000,0 days 00:00:23.292000,0 days 03:17:00.784000,0 days 03:17:41.535000,0 days 03:18:04.827000,242.0,262.0,283.0,297.0,False,MEDIUM,25.0,False,Mercedes,0 days 03:16:30.967000,2020-11-29 16:56:31.019,1,9.0,False,,False,True,2020,93.843,False,10.0,19.0,99.87884210526316,-6.035842105263157,False,False
0 days 03:19:38.910000,BOT,77,0 days 00:01:34.100000,49.0,5.0,,,0 days 00:00:29.902000,0 days 00:00:40.960000,0 days 00:00:23.238000,0 days 03:18:34.729000,0 days 03:19:15.689000,0 days 03:19:38.927000,,261.0,283.0,298.0,False,MEDIUM,26.0,False,Mercedes,0 days 03:18:04.810000,2020-11-29 16:58:04.862,1,9.0,False,,False,True,2020,94.1,False,11.0,19.0,99.87884210526316,-5.778842105263166,False,False
0 days 03:21:13.795000,BOT,77,0 days 00:01:34.885000,50.0,5.0,,,0 days 00:00:30.113000,0 days 00:00:40.957000,0 days 00:00:23.815000,0 days 03:20:09.040000,0 days 03:20:49.997000,0 days 03:21:13.812000,241.0,263.0,283.0,301.0,False,MEDIUM,27.0,False,Mercedes,0 days 03:19:38.910000,2020-11-29 16:59:38.962,1,9.0,False,,False,True,2020,94.885,False,12.0,19.0,99.87884210526316,-4.993842105263155,False,False
0 days 03:22:48.180000,BOT,77,0 days 00:01:34.385000,51.0,5.0,,,0 days 00:00:30.021000,0 days 00:00:40.997000,0 days 00:00:23.367000,0 days 03:21:43.833000,0 days 03:22:24.830000,0 days 03:22:48.197000,242.0,263.0,282.0,296.0,False,MEDIUM,28.0,False,Mercedes,0 days 03:21:13.795000,2020-11-29 17:01:13.847,1,9.0,False,,False,True,2020,94.385,False,13.0,19.0,99.87884210526316,-5.493842105263155,False,False
0 days 03:24:22.525000,BOT,77,0 days 00:01:34.345000,52.0,5.0,,,0 days 00:00:30.023000,0 days 00:00:41.063000,0 days 00:00:23.259000,0 days 03:23:18.220000,0 days 03:23:59.283000,0 days 03:24:22.542000,,261.0,283.0,299.0,False,MEDIUM,29.0,False,Mercedes,0 days 03:22:48.180000,2020-11-29 17:02:48.232,1,9.0,False,,False,True,2020,94.345,False,14.0,19.0,99.87884210526316,-5.533842105263162,False,False
0 days 03:25:57.340000,BOT,77,0 days 00:01:34.815000,53.0,5.0,,,0 days 00:00:30.137000,0 days 00:00:41.290000,0 days 00:00:23.388000,0 days 03:24:52.679000,0 days 03:25:33.969000,0 days 03:25:57.357000,,262.0,283.0,294.0,False,MEDIUM,30.0,False,Mercedes,0 days 03:24:22.525000,2020-11-29 17:04:22.577,1,9.0,False,,False,True,2020,94.815,False,15.0,19.0,99.87884210526316,-5.063842105263163,False,False
0 days 03:27:54.107000,BOT,77,0 days 00:01:56.767000,54.0,5.0,,,0 days 00:00:30.104000,0 days 00:00:55.681000,0 days 00:00:30.982000,0 days 03:26:27.461000,0 days 03:27:23.142000,0 days 03:27:54.124000,,222.0,225.0,298.0,False,MEDIUM,31.0,False,Mercedes,0 days 03:25:57.340000,2020-11-29 17:05:57.392,124,8.0,False,,False,False,2020,116.767,False,16.0,19.0,99.87884210526316,16.888157894736835,False,False
0 days 03:30:05.281000,BOT,77,0 days 00:02:11.174000,55.0,5.0,,,0 days 00:00:41.539000,0 days 00:00:58.215000,0 days 00:00:31.420000,0 days 03:28:35.663000,0 days 03:29:33.878000,0 days 03:30:05.298000,118.0,209.0,223.0,149.0,False,MEDIUM,32.0,False,Mercedes,0 days 03:27:54.107000,2020-11-29 17:07:54.159,4,8.0,False,,False,False,2020,131.174,False,17.0,19.0,99.87884210526316,31.295157894736846,False,False
0 days 03:31:56.488000,BOT,77,0 days 00:01:51.207000,56.0,5.0,,,0 days 00:00:35.172000,0 days 00:00:49.541000,0 days 00:00:26.494000,0 days 03:30:40.470000,0 days 03:31:30.011000,0 days 03:31:56.505000,176.0,189.0,267.0,286.0,False,MEDIUM,33.0,False,Mercedes,0 days 03:30:05.281000,2020-11-29 17:10:05.333,4,8.0,False,,False,False,2020,111.207,False,18.0,19.0,99.87884210526316,11.328157894736833,False,False
0 days 03:33:44.277000,BOT,77,0 days 00:01:47.789000,57.0,5.0,,,0 days 00:00:35.272000,0 days 00:00:46.997000,0 days 00:00:25.520000,0 days 03:32:31.777000,0 days 03:33:18.774000,0 days 03:33:44.294000,204.0,225.0,263.0,233.0,False,MEDIUM,34.0,False,Mercedes,0 days 03:31:56.488000,2020-11-29 17:11:56.540,4,8.0,False,,False,False,2020,107.789,False,19.0,19.0,99.87884210526316,7.910157894736841,False,True
0 days 00:36:20.835000,GIO,99,0 days 00:02:43.748000,1.0,1.0,,0 days 00:36:18.739000,,0 days 00:01:18.676000,0 days 00:00:44.222000,,0 days 00:35:36.660000,0 days 00:36:21.052000,61.0,153.0,,239.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 00:33:36.921000,2020-11-29 14:13:36.973,15,12.0,False,,False,False,2020,163.748,True,1.0,1.0,163.748,0.0,True,True
0 days 01:58:50.862000,GIO,99,,2.0,2.0,0 days 01:55:33.646000,,,0 days 00:01:20.712000,0 days 00:01:07.872000,,0 days 01:57:43.037000,0 days 01:58:51.343000,79.0,158.0,61.0,157.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:55:00.402000,2020-11-29 15:35:00.454,1,14.0,False,,False,False,2020,,True,1.0,19.0,108.780375,,True,False
0 days 02:01:45.450000,GIO,99,,3.0,2.0,,,0 days 00:01:09.471000,0 days 00:01:10.691000,0 days 00:00:34.402000,0 days 02:00:00.478000,0 days 02:01:11.095000,0 days 02:01:45.655000,221.0,187.0,250.0,213.0,False,MEDIUM,2.0,True,Alfa Romeo Racing,0 days 01:58:50.862000,2020-11-29 15:38:50.914,124,17.0,False,,False,False,2020,,False,2.0,19.0,108.780375,,False,False
0 days 02:04:02.739000,GIO,99,0 days 00:02:17.289000,4.0,2.0,,,0 days 00:00:39.548000,0 days 00:01:04.901000,0 days 00:00:32.840000,0 days 02:02:25.045000,0 days 02:03:29.946000,0 days 02:04:02.786000,163.0,141.0,173.0,131.0,True,MEDIUM,3.0,True,Alfa Romeo Racing,0 days 02:01:45.450000,2020-11-29 15:41:45.502,4,17.0,False,,False,False,2020,137.289,False,3.0,19.0,108.780375,28.50862499999998,False,False
0 days 02:06:35.857000,GIO,99,,5.0,2.0,,,0 days 00:00:44.463000,0 days 00:01:08.711000,0 days 00:00:39.968000,0 days 02:04:47.225000,0 days 02:05:55.937000,0 days 02:06:36.071000,115.0,174.0,223.0,151.0,False,MEDIUM,4.0,True,Alfa Romeo Racing,0 days 02:04:02.739000,2020-11-29 15:44:02.791,4,17.0,False,,False,False,2020,,False,4.0,19.0,108.780375,,False,False
