Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year,lap_time_seconds,is_pit_stop,stint_lap_number,total_stint_laps,avg_stint_pace,delta_to_avg,is_out_lap,is_in_lap
0 days 00:09:24.615000,VAN,2,0 days 00:01:47.506000,1.0,,,,,0 days 00:00:45.460000,0 days 00:00:24.463000,,0 days 00:09:00.193000,0 days 00:09:24.810000,228.0,248.0,280.0,234.0,False,,,True,McLaren,0 days 00:07:36.924000,,21,18.0,False,,False,False,2018,107.506,False,,,,,False,False
0 days 00:11:19.684000,VAN,2,0 days 00:01:55.069000,2.0,1.0,,,0 days 00:00:31.674000,0 days 00:00:43.438000,0 days 00:00:39.957000,0 days 00:09:56.289000,0 days 00:10:39.727000,0 days 00:11:19.684000,230.0,256.0,172.0,296.0,True,SUPERSOFT,1.0,True,McLaren,0 days 00:09:24.615000,,126,16.0,False,,False,False,2018,115.069,False,1.0,9.0,104.797,10.272000000000006,True,False
0 days 00:13:26.696000,VAN,2,0 days 00:02:07.012000,3.0,1.0,,,0 days 00:00:39.632000,0 days 00:00:52.753000,0 days 00:00:34.627000,0 days 00:11:59.316000,0 days 00:12:52.069000,0 days 00:13:26.696000,199.0,208.0,210.0,185.0,False,SUPERSOFT,2.0,True,McLaren,0 days 00:11:19.684000,,6,15.0,False,,False,False,2018,127.012,False,2.0,9.0,104.797,22.215000000000003,False,False
0 days 00:15:17.371000,VAN,2,0 days 00:01:50.675000,4.0,1.0,,,0 days 00:00:38.527000,0 days 00:00:48.209000,0 days 00:00:23.939000,0 days 00:14:05.223000,0 days 00:14:53.432000,0 days 00:15:17.371000,159.0,257.0,280.0,218.0,True,SUPERSOFT,3.0,True,McLaren,0 days 00:13:26.696000,,671,15.0,False,,False,False,2018,110.675,False,3.0,9.0,104.797,5.878,False,False
0 days 00:16:55.324000,VAN,2,0 days 00:01:37.953000,5.0,1.0,,,0 days 00:00:30.912000,0 days 00:00:42.478000,0 days 00:00:24.563000,0 days 00:15:48.283000,0 days 00:16:30.761000,0 days 00:16:55.324000,234.0,256.0,278.0,301.0,True,SUPERSOFT,4.0,True,McLaren,0 days 00:15:17.371000,,12,14.0,False,,False,True,2018,97.953,False,4.0,9.0,104.797,-6.843999999999994,False,False
0 days 00:18:33.079000,VAN,2,0 days 00:01:37.755000,6.0,1.0,,,0 days 00:00:31.217000,0 days 00:00:42.393000,0 days 00:00:24.145000,0 days 00:17:26.541000,0 days 00:18:08.934000,0 days 00:18:33.079000,233.0,258.0,287.0,290.0,True,SUPERSOFT,5.0,True,McLaren,0 days 00:16:55.324000,,21,14.0,False,,False,True,2018,97.755,False,5.0,9.0,104.797,-7.042000000000002,False,False
0 days 00:20:11.139000,VAN,2,0 days 00:01:38.060000,7.0,1.0,,,0 days 00:00:31.372000,0 days 00:00:42.477000,0 days 00:00:24.211000,0 days 00:19:04.451000,0 days 00:19:46.928000,0 days 00:20:11.139000,235.0,255.0,278.0,313.0,False,SUPERSOFT,6.0,True,McLaren,0 days 00:18:33.079000,,1,13.0,False,,False,True,2018,98.06,False,6.0,9.0,104.797,-6.736999999999995,False,False
0 days 00:21:49.094000,VAN,2,0 days 00:01:37.955000,8.0,1.0,,,0 days 00:00:31.052000,0 days 00:00:42.496000,0 days 00:00:24.407000,0 days 00:20:42.191000,0 days 00:21:24.687000,0 days 00:21:49.094000,232.0,251.0,278.0,294.0,False,SUPERSOFT,7.0,True,McLaren,0 days 00:20:11.139000,,1,13.0,False,,False,True,2018,97.955,False,7.0,9.0,104.797,-6.841999999999999,False,False
0 days 00:23:27.142000,VAN,2,0 days 00:01:38.048000,9.0,1.0,,,0 days 00:00:31.397000,0 days 00:00:42.444000,0 days 00:00:24.207000,0 days 00:22:20.491000,0 days 00:23:02.935000,0 days 00:23:27.142000,,255.0,278.0,293.0,False,SUPERSOFT,8.0,True,McLaren,0 days 00:21:49.094000,,1,13.0,False,,False,True,2018,98.048,False,8.0,9.0,104.797,-6.748999999999995,False,False
0 days 00:25:07.788000,VAN,2,0 days 00:01:40.646000,10.0,1.0,,0 days 00:25:06.055000,0 days 00:00:31.202000,0 days 00:00:42.418000,0 days 00:00:27.026000,0 days 00:23:58.344000,0 days 00:24:40.762000,0 days 00:25:07.788000,233.0,255.0,,294.0,False,SUPERSOFT,9.0,True,McLaren,0 days 00:23:27.142000,,12,14.0,False,,False,False,2018,100.646,True,9.0,9.0,104.797,-4.150999999999996,False,True
0 days 00:27:04.620000,VAN,2,0 days 00:01:56.832000,11.0,2.0,0 days 00:25:31.153000,,0 days 00:00:51.893000,0 days 00:00:41.320000,0 days 00:00:23.619000,0 days 00:25:59.681000,0 days 00:26:41.001000,0 days 00:27:04.620000,236.0,256.0,284.0,218.0,False,SOFT,1.0,True,McLaren,0 days 00:25:07.788000,,1,17.0,False,,False,False,2018,116.832,True,1.0,18.0,98.50361111111111,18.32838888888888,True,False
0 days 00:28:40.721000,VAN,2,0 days 00:01:36.076000,12.0,2.0,,,0 days 00:00:30.771000,,,0 days 00:29:44.359000,,,,,,319.0,True,SOFT,2.0,True,McLaren,0 days 00:27:04.620000,,1,17.0,False,,False,False,2018,96.076,False,2.0,18.0,98.50361111111111,-2.427611111111119,False,False
0 days 00:30:16.940000,VAN,2,0 days 00:01:36.219000,13.0,2.0,,,0 days 00:00:30.771000,0 days 00:00:41.516000,0 days 00:00:23.932000,,0 days 00:29:53.008000,0 days 00:30:16.940000,,253.0,272.0,,False,SOFT,3.0,True,McLaren,0 days 00:28:40.721000,,1,16.0,False,,False,True,2018,96.219,False,3.0,18.0,98.50361111111111,-2.2846111111111185,False,False
0 days 00:31:54.154000,VAN,2,0 days 00:01:37.214000,14.0,2.0,,,0 days 00:00:31.291000,0 days 00:00:41.919000,0 days 00:00:24.004000,0 days 00:30:48.231000,0 days 00:31:30.150000,0 days 00:31:54.154000,231.0,252.0,273.0,278.0,False,SOFT,4.0,True,McLaren,0 days 00:30:16.940000,,1,16.0,False,,False,True,2018,97.214,False,4.0,18.0,98.50361111111111,-1.289611111111114,False,False
0 days 00:33:31.460000,VAN,2,0 days 00:01:37.306000,15.0,2.0,,,0 days 00:00:31.164000,0 days 00:00:42.153000,0 days 00:00:23.989000,0 days 00:32:25.318000,0 days 00:33:07.471000,0 days 00:33:31.460000,235.0,255.0,274.0,294.0,False,SOFT,5.0,True,McLaren,0 days 00:31:54.154000,,1,16.0,False,,False,True,2018,97.306,False,5.0,18.0,98.50361111111111,-1.1976111111111152,False,False
0 days 00:35:08.819000,VAN,2,0 days 00:01:37.359000,16.0,2.0,,,0 days 00:00:31.270000,0 days 00:00:42.015000,0 days 00:00:24.074000,0 days 00:34:02.730000,0 days 00:34:44.745000,0 days 00:35:08.819000,232.0,253.0,275.0,286.0,False,SOFT,6.0,True,McLaren,0 days 00:33:31.460000,,1,15.0,False,,False,True,2018,97.359,False,6.0,18.0,98.50361111111111,-1.144611111111118,False,False
0 days 00:36:46.357000,VAN,2,0 days 00:01:37.538000,17.0,2.0,,,0 days 00:00:31.276000,0 days 00:00:42.214000,0 days 00:00:24.048000,0 days 00:35:40.095000,0 days 00:36:22.309000,0 days 00:36:46.357000,234.0,256.0,287.0,291.0,False,SOFT,7.0,True,McLaren,0 days 00:35:08.819000,,1,14.0,False,,False,True,2018,97.538,False,7.0,18.0,98.50361111111111,-0.9656111111111159,False,False
0 days 00:38:24.342000,VAN,2,0 days 00:01:37.985000,18.0,2.0,,,0 days 00:00:30.928000,0 days 00:00:42.984000,0 days 00:00:24.073000,0 days 00:37:17.285000,0 days 00:38:00.269000,0 days 00:38:24.342000,233.0,253.0,278.0,306.0,False,SOFT,8.0,True,McLaren,0 days 00:36:46.357000,,1,13.0,False,,False,True,2018,97.985,False,8.0,18.0,98.50361111111111,-0.5186111111111131,False,False
0 days 00:40:02.505000,VAN,2,0 days 00:01:38.163000,19.0,2.0,,,0 days 00:00:31.299000,0 days 00:00:42.624000,0 days 00:00:24.240000,0 days 00:38:55.641000,0 days 00:39:38.265000,0 days 00:40:02.505000,235.0,252.0,287.0,299.0,False,SOFT,9.0,True,McLaren,0 days 00:38:24.342000,,1,12.0,False,,False,True,2018,98.163,False,9.0,18.0,98.50361111111111,-0.34061111111111586,False,False
0 days 00:41:39.746000,VAN,2,0 days 00:01:37.241000,20.0,2.0,,,0 days 00:00:30.901000,0 days 00:00:42.256000,0 days 00:00:24.084000,0 days 00:40:33.406000,0 days 00:41:15.662000,0 days 00:41:39.746000,231.0,250.0,273.0,319.0,False,SOFT,10.0,True,McLaren,0 days 00:40:02.505000,,1,11.0,False,,False,True,2018,97.241,False,10.0,18.0,98.50361111111111,-1.262611111111113,False,False
0 days 00:43:17.082000,VAN,2,0 days 00:01:37.336000,21.0,2.0,,,0 days 00:00:31.306000,0 days 00:00:42.052000,0 days 00:00:23.978000,0 days 00:42:11.052000,0 days 00:42:53.104000,0 days 00:43:17.082000,233.0,252.0,273.0,283.0,False,SOFT,11.0,True,McLaren,0 days 00:41:39.746000,,1,10.0,False,,False,True,2018,97.336,False,11.0,18.0,98.50361111111111,-1.167611111111114,False,False
0 days 00:44:54.410000,VAN,2,0 days 00:01:37.328000,22.0,2.0,,,0 days 00:00:31.261000,0 days 00:00:41.972000,0 days 00:00:24.095000,0 days 00:43:48.343000,0 days 00:44:30.315000,0 days 00:44:54.410000,,252.0,273.0,281.0,False,SOFT,12.0,True,McLaren,0 days 00:43:17.082000,,1,10.0,False,,False,True,2018,97.328,False,12.0,18.0,98.50361111111111,-1.1756111111111096,False,False
0 days 00:46:31.695000,VAN,2,0 days 00:01:37.285000,23.0,2.0,,,0 days 00:00:31.236000,0 days 00:00:42.081000,0 days 00:00:23.968000,0 days 00:45:25.646000,0 days 00:46:07.727000,0 days 00:46:31.695000,,250.0,274.0,282.0,False,SOFT,13.0,True,McLaren,0 days 00:44:54.410000,,1,10.0,False,,False,True,2018,97.285,False,13.0,18.0,98.50361111111111,-1.218611111111116,False,False
0 days 00:48:08.988000,VAN,2,0 days 00:01:37.293000,24.0,2.0,,,0 days 00:00:31.263000,0 days 00:00:41.971000,0 days 00:00:24.059000,0 days 00:47:02.958000,0 days 00:47:44.929000,0 days 00:48:08.988000,232.0,250.0,273.0,,False,SOFT,14.0,True,McLaren,0 days 00:46:31.695000,,1,9.0,False,,False,True,2018,97.293,False,14.0,18.0,98.50361111111111,-1.2106111111111062,False,False
0 days 00:49:46.464000,VAN,2,0 days 00:01:37.476000,25.0,2.0,,,0 days 00:00:31.319000,0 days 00:00:42.082000,0 days 00:00:24.075000,0 days 00:48:40.307000,0 days 00:49:22.389000,0 days 00:49:46.464000,233.0,253.0,273.0,280.0,False,SOFT,15.0,True,McLaren,0 days 00:48:08.988000,,1,9.0,False,,False,True,2018,97.476,False,15.0,18.0,98.50361111111111,-1.0276111111111135,False,False
0 days 00:51:23.897000,VAN,2,0 days 00:01:37.433000,26.0,2.0,,,0 days 00:00:31.213000,0 days 00:00:42.132000,0 days 00:00:24.088000,0 days 00:50:17.677000,0 days 00:50:59.809000,0 days 00:51:23.897000,,250.0,273.0,282.0,False,SOFT,16.0,True,McLaren,0 days 00:49:46.464000,,1,9.0,False,,False,True,2018,97.433,False,16.0,18.0,98.50361111111111,-1.0706111111111056,False,False
0 days 00:53:01.185000,VAN,2,0 days 00:01:37.288000,27.0,2.0,,,0 days 00:00:31.248000,0 days 00:00:41.967000,0 days 00:00:24.073000,0 days 00:51:55.145000,0 days 00:52:37.112000,0 days 00:53:01.185000,234.0,247.0,274.0,283.0,False,SOFT,17.0,True,McLaren,0 days 00:51:23.897000,,12,9.0,False,,False,True,2018,97.288,False,17.0,18.0,98.50361111111111,-1.2156111111111159,False,False
0 days 00:54:40.878000,VAN,2,0 days 00:01:39.693000,28.0,2.0,,0 days 00:54:39.430000,0 days 00:00:31.208000,0 days 00:00:42.010000,0 days 00:00:26.475000,0 days 00:53:32.393000,0 days 00:54:14.403000,0 days 00:54:40.878000,,251.0,,,False,SOFT,18.0,True,McLaren,0 days 00:53:01.185000,,1,10.0,False,,False,False,2018,99.693,True,18.0,18.0,98.50361111111111,1.1893888888888853,False,True
0 days 00:56:36.409000,VAN,2,0 days 00:01:55.531000,29.0,3.0,0 days 00:55:04.657000,,0 days 00:00:51.427000,0 days 00:00:40.663000,0 days 00:00:23.441000,0 days 00:55:32.305000,0 days 00:56:12.968000,0 days 00:56:36.409000,237.0,257.0,275.0,220.0,False,MEDIUM,1.0,True,McLaren,0 days 00:54:40.878000,,1,15.0,False,,False,False,2018,115.531,True,1.0,28.0,96.76375,18.767250000000004,True,False
0 days 00:58:11.540000,VAN,2,0 days 00:01:35.131000,30.0,3.0,,,0 days 00:00:30.657000,0 days 00:00:41.021000,0 days 00:00:23.453000,0 days 00:57:07.066000,0 days 00:57:48.087000,0 days 00:58:11.540000,236.0,257.0,276.0,286.0,True,MEDIUM,2.0,True,McLaren,0 days 00:56:36.409000,,1,15.0,False,,False,True,2018,95.131,False,2.0,28.0,96.76375,-1.6327500000000015,False,False
0 days 00:59:46.980000,VAN,2,0 days 00:01:35.440000,31.0,3.0,,,0 days 00:00:30.453000,0 days 00:00:41.343000,0 days 00:00:23.644000,0 days 00:58:41.993000,0 days 00:59:23.336000,0 days 00:59:46.980000,238.0,255.0,275.0,289.0,False,MEDIUM,3.0,True,McLaren,0 days 00:58:11.540000,,1,13.0,False,,False,True,2018,95.44,False,3.0,28.0,96.76375,-1.323750000000004,False,False
0 days 01:01:22.347000,VAN,2,0 days 00:01:35.367000,32.0,3.0,,,0 days 00:00:30.664000,0 days 00:00:41.175000,0 days 00:00:23.528000,0 days 01:00:17.644000,0 days 01:00:58.819000,0 days 01:01:22.347000,235.0,254.0,276.0,284.0,False,MEDIUM,4.0,True,McLaren,0 days 00:59:46.980000,,1,13.0,False,,False,True,2018,95.367,False,4.0,28.0,96.76375,-1.3967499999999973,False,False
0 days 01:02:58.290000,VAN,2,0 days 00:01:35.943000,33.0,3.0,,,0 days 00:00:30.897000,0 days 00:00:41.349000,0 days 00:00:23.697000,0 days 01:01:53.244000,0 days 01:02:34.593000,0 days 01:02:58.290000,233.0,250.0,275.0,286.0,False,MEDIUM,5.0,True,McLaren,0 days 01:01:22.347000,,1,12.0,False,,False,True,2018,95.943,False,5.0,28.0,96.76375,-0.8207500000000039,False,False
0 days 01:04:33.920000,VAN,2,0 days 00:01:35.630000,34.0,3.0,,,0 days 00:00:30.614000,0 days 00:00:41.314000,0 days 00:00:23.702000,0 days 01:03:28.904000,0 days 01:04:10.218000,0 days 01:04:33.920000,236.0,249.0,276.0,283.0,False,MEDIUM,6.0,True,McLaren,0 days 01:02:58.290000,,1,12.0,False,,False,True,2018,95.63,False,6.0,28.0,96.76375,-1.1337500000000063,False,False
0 days 01:06:10.028000,VAN,2,0 days 00:01:36.108000,35.0,3.0,,,0 days 00:00:30.790000,0 days 00:00:41.597000,0 days 00:00:23.721000,0 days 01:05:04.710000,0 days 01:05:46.307000,0 days 01:06:10.028000,234.0,242.0,276.0,278.0,False,MEDIUM,7.0,True,McLaren,0 days 01:04:33.920000,,1,11.0,False,,False,True,2018,96.108,False,7.0,28.0,96.76375,-0.6557499999999976,False,False
0 days 01:07:46.272000,VAN,2,0 days 00:01:36.244000,36.0,3.0,,,0 days 00:00:30.856000,0 days 00:00:41.586000,0 days 00:00:23.802000,0 days 01:06:40.884000,0 days 01:07:22.470000,0 days 01:07:46.272000,232.0,251.0,276.0,281.0,False,MEDIUM,8.0,True,McLaren,0 days 01:06:10.028000,,1,10.0,False,,False,True,2018,96.244,False,8.0,28.0,96.76375,-0.5197500000000019,False,False
0 days 01:09:22.504000,VAN,2,0 days 00:01:36.232000,37.0,3.0,,,0 days 00:00:30.849000,0 days 00:00:41.660000,0 days 00:00:23.723000,0 days 01:08:17.121000,0 days 01:08:58.781000,0 days 01:09:22.504000,,252.0,277.0,,False,MEDIUM,9.0,True,McLaren,0 days 01:07:46.272000,,1,10.0,False,,False,True,2018,96.232,False,9.0,28.0,96.76375,-0.5317500000000024,False,False
0 days 01:10:58.283000,VAN,2,0 days 00:01:35.779000,38.0,3.0,,,0 days 00:00:30.735000,0 days 00:00:41.440000,0 days 00:00:23.604000,0 days 01:09:53.239000,0 days 01:10:34.679000,0 days 01:10:58.283000,234.0,256.0,277.0,286.0,False,MEDIUM,10.0,True,McLaren,0 days 01:09:22.504000,,1,10.0,False,,False,True,2018,95.779,False,10.0,28.0,96.76375,-0.9847500000000053,False,False
0 days 01:12:35.682000,VAN,2,0 days 00:01:37.399000,39.0,3.0,,,0 days 00:00:30.650000,0 days 00:00:41.564000,0 days 00:00:25.185000,0 days 01:11:28.933000,0 days 01:12:10.497000,0 days 01:12:35.682000,235.0,256.0,280.0,287.0,False,MEDIUM,11.0,True,McLaren,0 days 01:10:58.283000,,12,10.0,False,,False,True,2018,97.399,False,11.0,28.0,96.76375,0.6352499999999992,False,False
0 days 01:14:12.069000,VAN,2,0 days 00:01:36.387000,40.0,3.0,,,0 days 00:00:30.794000,0 days 00:00:41.703000,0 days 00:00:23.890000,0 days 01:13:06.476000,0 days 01:13:48.179000,0 days 01:14:12.069000,237.0,263.0,294.0,293.0,False,MEDIUM,12.0,True,McLaren,0 days 01:12:35.682000,,21,10.0,False,,False,True,2018,96.387,False,12.0,28.0,96.76375,-0.37675000000000125,False,False
0 days 01:15:47.576000,VAN,2,0 days 00:01:35.507000,41.0,3.0,,,0 days 00:00:30.236000,0 days 00:00:41.542000,0 days 00:00:23.729000,0 days 01:14:42.305000,0 days 01:15:23.847000,0 days 01:15:47.576000,235.0,257.0,276.0,320.0,False,MEDIUM,13.0,True,McLaren,0 days 01:14:12.069000,,1,9.0,False,,False,True,2018,95.507,False,13.0,28.0,96.76375,-1.2567499999999967,False,False
0 days 01:17:23.417000,VAN,2,0 days 00:01:35.841000,42.0,3.0,,,0 days 00:00:30.823000,0 days 00:00:41.457000,0 days 00:00:23.561000,0 days 01:16:18.399000,0 days 01:16:59.856000,0 days 01:17:23.417000,,257.0,276.0,289.0,False,MEDIUM,14.0,True,McLaren,0 days 01:15:47.576000,,1,9.0,False,,False,True,2018,95.841,False,14.0,28.0,96.76375,-0.9227500000000077,False,False
0 days 01:18:59.060000,VAN,2,0 days 00:01:35.643000,43.0,3.0,,,0 days 00:00:30.656000,0 days 00:00:41.332000,0 days 00:00:23.655000,0 days 01:17:54.073000,0 days 01:18:35.405000,0 days 01:18:59.060000,236.0,256.0,276.0,286.0,False,MEDIUM,15.0,True,McLaren,0 days 01:17:23.417000,,1,9.0,False,,False,True,2018,95.643,False,15.0,28.0,96.76375,-1.120750000000001,False,False
0 days 01:20:34.818000,VAN,2,0 days 00:01:35.758000,44.0,3.0,,,0 days 00:00:30.846000,0 days 00:00:41.369000,0 days 00:00:23.543000,0 days 01:19:29.906000,0 days 01:20:11.275000,0 days 01:20:34.818000,233.0,255.0,278.0,283.0,False,MEDIUM,16.0,True,McLaren,0 days 01:18:59.060000,,1,9.0,False,,False,True,2018,95.758,False,16.0,28.0,96.76375,-1.0057500000000061,False,False
0 days 01:22:10.189000,VAN,2,0 days 00:01:35.371000,45.0,3.0,,,0 days 00:00:30.631000,0 days 00:00:41.183000,0 days 00:00:23.557000,0 days 01:21:05.449000,0 days 01:21:46.632000,0 days 01:22:10.189000,236.0,257.0,279.0,285.0,False,MEDIUM,17.0,True,McLaren,0 days 01:20:34.818000,,1,9.0,False,,False,True,2018,95.371,False,17.0,28.0,96.76375,-1.3927500000000066,False,False
0 days 01:23:46.028000,VAN,2,0 days 00:01:35.839000,46.0,3.0,,,0 days 00:00:30.727000,0 days 00:00:41.446000,0 days 00:00:23.666000,0 days 01:22:40.916000,0 days 01:23:22.362000,0 days 01:23:46.028000,,259.0,279.0,,False,MEDIUM,18.0,True,McLaren,0 days 01:22:10.189000,,1,9.0,False,,False,True,2018,95.839,False,18.0,28.0,96.76375,-0.9247500000000031,False,False
0 days 01:25:23.653000,VAN,2,0 days 00:01:37.625000,47.0,3.0,,,0 days 00:00:32.092000,0 days 00:00:41.701000,0 days 00:00:23.832000,0 days 01:24:18.120000,0 days 01:24:59.821000,0 days 01:25:23.653000,237.0,259.0,279.0,233.0,False,MEDIUM,19.0,True,McLaren,0 days 01:23:46.028000,,1,9.0,False,,False,True,2018,97.625,False,19.0,28.0,96.76375,0.8612499999999983,False,False
0 days 01:26:59.901000,VAN,2,0 days 00:01:36.248000,48.0,3.0,,,0 days 00:00:30.632000,0 days 00:00:41.694000,0 days 00:00:23.922000,0 days 01:25:54.285000,0 days 01:26:35.979000,0 days 01:26:59.901000,238.0,260.0,289.0,289.0,False,MEDIUM,20.0,True,McLaren,0 days 01:25:23.653000,,1,9.0,False,,False,True,2018,96.248,False,20.0,28.0,96.76375,-0.515749999999997,False,False
0 days 01:28:36.219000,VAN,2,0 days 00:01:36.318000,49.0,3.0,,,0 days 00:00:30.636000,0 days 00:00:41.811000,0 days 00:00:23.871000,0 days 01:27:30.537000,0 days 01:28:12.348000,0 days 01:28:36.219000,237.0,262.0,291.0,310.0,False,MEDIUM,21.0,True,McLaren,0 days 01:26:59.901000,,1,9.0,False,,False,True,2018,96.318,False,21.0,28.0,96.76375,-0.44575000000000387,False,False
0 days 01:30:12.669000,VAN,2,0 days 00:01:36.450000,50.0,3.0,,,0 days 00:00:30.809000,0 days 00:00:41.782000,0 days 00:00:23.859000,0 days 01:29:07.028000,0 days 01:29:48.810000,0 days 01:30:12.669000,238.0,259.0,289.0,322.0,False,MEDIUM,22.0,True,McLaren,0 days 01:28:36.219000,,1,9.0,False,,False,True,2018,96.45,False,22.0,28.0,96.76375,-0.31374999999999886,False,False
0 days 01:31:48.753000,VAN,2,0 days 00:01:36.084000,51.0,3.0,,,0 days 00:00:30.640000,0 days 00:00:41.590000,0 days 00:00:23.854000,0 days 01:30:43.309000,0 days 01:31:24.899000,0 days 01:31:48.753000,235.0,258.0,291.0,307.0,False,MEDIUM,23.0,True,McLaren,0 days 01:30:12.669000,,1,9.0,False,,False,True,2018,96.084,False,23.0,28.0,96.76375,-0.6797499999999985,False,False
0 days 01:33:24.525000,VAN,2,0 days 00:01:35.772000,52.0,3.0,,,0 days 00:00:30.652000,0 days 00:00:41.399000,0 days 00:00:23.721000,0 days 01:32:19.405000,0 days 01:33:00.804000,0 days 01:33:24.525000,236.0,255.0,276.0,321.0,False,MEDIUM,24.0,True,McLaren,0 days 01:31:48.753000,,1,8.0,False,,False,True,2018,95.772,False,24.0,28.0,96.76375,-0.9917499999999961,False,False
0 days 01:35:00.345000,VAN,2,0 days 00:01:35.820000,53.0,3.0,,,0 days 00:00:30.847000,0 days 00:00:41.265000,0 days 00:00:23.708000,0 days 01:33:55.372000,0 days 01:34:36.637000,0 days 01:35:00.345000,,257.0,276.0,283.0,False,MEDIUM,25.0,True,McLaren,0 days 01:33:24.525000,,1,8.0,False,,False,True,2018,95.82,False,25.0,28.0,96.76375,-0.9437500000000085,False,False
0 days 01:36:38.047000,VAN,2,0 days 00:01:37.702000,54.0,3.0,,,0 days 00:00:32.199000,0 days 00:00:41.830000,0 days 00:00:23.673000,0 days 01:35:32.544000,0 days 01:36:14.374000,0 days 01:36:38.047000,199.0,260.0,279.0,284.0,False,MEDIUM,26.0,True,McLaren,0 days 01:35:00.345000,,1,8.0,False,,False,True,2018,97.702,False,26.0,28.0,96.76375,0.9382499999999965,False,False
0 days 01:38:14.174000,VAN,2,0 days 00:01:36.127000,55.0,3.0,,,0 days 00:00:30.761000,0 days 00:00:41.516000,0 days 00:00:23.850000,0 days 01:37:08.808000,0 days 01:37:50.324000,0 days 01:38:14.174000,237.0,257.0,277.0,290.0,False,MEDIUM,27.0,True,McLaren,0 days 01:36:38.047000,,1,8.0,False,,False,True,2018,96.127,False,27.0,28.0,96.76375,-0.6367500000000064,False,False
0 days 01:39:50.263000,VAN,2,0 days 00:01:36.089000,56.0,3.0,,,0 days 00:00:30.775000,0 days 00:00:41.587000,0 days 00:00:23.727000,0 days 01:38:44.949000,0 days 01:39:26.536000,0 days 01:39:50.263000,,259.0,277.0,296.0,False,MEDIUM,28.0,True,McLaren,0 days 01:38:14.174000,,1,8.0,False,,False,True,2018,96.089,False,28.0,28.0,96.76375,-0.6747500000000031,False,True
0 days 00:09:15.824000,RIC,3,0 days 00:01:38.684000,1.0,,,,,0 days 00:00:41.585000,0 days 00:00:23.559000,,0 days 00:08:52.265000,0 days 00:09:16.115000,232.0,253.0,281.0,262.0,False,,,True,Red Bull Racing,0 days 00:07:36.924000,,21,4.0,False,,False,False,2018,98.684,False,,,,,False,False
0 days 00:11:45.824000,RIC,3,,2.0,,,,,,,,,,,,,,,,,True,Red Bull Racing,0 days 00:09:15.824000,,126,,False,,True,False,2018,,False,,,,,False,False
0 days 00:09:12.347000,VET,5,0 days 00:01:35.238000,1.0,,,,,0 days 00:00:40.676000,0 days 00:00:23.491000,,0 days 00:08:48.891000,0 days 00:09:12.467000,242.0,252.0,278.0,258.0,False,,,True,Ferrari,0 days 00:07:36.924000,,21,1.0,False,,False,False,2018,95.238,False,,,,,False,False
0 days 00:10:52.852000,VET,5,0 days 00:01:40.505000,2.0,,,,0 days 00:00:30.485000,0 days 00:00:41.467000,0 days 00:00:28.553000,0 days 00:09:42.855000,0 days 00:10:24.322000,0 days 00:10:52.875000,232.0,251.0,145.0,290.0,True,,,True,Ferrari,0 days 00:09:12.347000,,126,1.0,False,,False,False,2018,100.505,False,,,,,False,False
0 days 00:13:03.531000,VET,5,0 days 00:02:10.679000,3.0,1.0,,,0 days 00:00:40.345000,0 days 00:00:55.927000,0 days 00:00:34.407000,0 days 00:11:33.220000,0 days 00:12:29.147000,0 days 00:13:03.554000,176.0,163.0,173.0,185.0,False,SUPERSOFT,4.0,False,Ferrari,0 days 00:10:52.852000,,6,1.0,False,,False,False,2018,130.679,False,1.0,16.0,100.810625,29.868375,True,False
0 days 00:15:00.081000,VET,5,0 days 00:01:56.550000,4.0,1.0,,,0 days 00:00:40.961000,0 days 00:00:52.053000,0 days 00:00:23.536000,0 days 00:13:44.515000,0 days 00:14:36.568000,0 days 00:15:00.104000,195.0,255.0,280.0,167.0,False,SUPERSOFT,5.0,False,Ferrari,0 days 00:13:03.531000,,671,1.0,False,,False,False,2018,116.55,False,2.0,16.0,100.810625,15.739374999999995,False,False
0 days 00:16:35.802000,VET,5,0 days 00:01:35.721000,5.0,1.0,,,0 days 00:00:30.119000,0 days 00:00:41.261000,0 days 00:00:24.341000,0 days 00:15:30.223000,0 days 00:16:11.484000,0 days 00:16:35.825000,240.0,251.0,278.0,298.0,True,SUPERSOFT,6.0,False,Ferrari,0 days 00:15:00.081000,,12,1.0,False,,False,True,2018,95.721,False,3.0,16.0,100.810625,-5.089624999999998,False,False
0 days 00:18:11.171000,VET,5,0 days 00:01:35.369000,6.0,1.0,,,0 days 00:00:30.443000,0 days 00:00:41.306000,0 days 00:00:23.620000,0 days 00:17:06.268000,0 days 00:17:47.574000,0 days 00:18:11.194000,233.0,252.0,278.0,290.0,True,SUPERSOFT,7.0,False,Ferrari,0 days 00:16:35.802000,,21,1.0,False,,False,True,2018,95.369,False,4.0,16.0,100.810625,-5.441625000000002,False,False
